,birth_date,job,marital,education,default,housing,loan,contact_date,contact,campaign,pdays,previous,poutcome,y
267,1971-04-27,blue-collar,married,basic.6y,no,no,no,2009-05-07,cellular,1,999,0,nonexistent,0
268,1974-07-04,blue-collar,single,high.school,unknown,yes,yes,2008-05-28,telephone,1,999,0,nonexistent,0
269,1968-10-06,admin.,single,high.school,no,yes,no,2009-08-03,cellular,1,6,1,success,1
270,1978-07-11,self-employed,married,professional.course,no,no,no,2008-05-20,telephone,2,999,0,nonexistent,0
271,1974-05-09,blue-collar,unknown,basic.9y,no,no,no,2009-05-12,telephone,5,999,0,nonexistent,0
272,1975-06-19,services,divorced,high.school,no,yes,no,2008-06-06,telephone,4,999,0,nonexistent,0
273,1965-06-18,blue-collar,married,basic.9y,no,yes,no,2008-07-17,telephone,1,999,0,nonexistent,0
274,1974-07-19,blue-collar,single,basic.9y,no,yes,no,2009-05-25,cellular,2,3,1,success,1
275,1977-07-14,housemaid,married,basic.4y,no,no,no,2008-08-19,cellular,8,999,0,nonexistent,0
276,1981-07-31,services,single,high.school,no,no,yes,2010-06-14,telephone,1,999,0,nonexistent,0
277,1966-06-02,management,married,university.degree,no,no,yes,2010-09-29,cellular,1,999,2,failure,0
278,1979-06-10,unemployed,single,high.school,no,no,no,2010-05-20,cellular,2,999,0,nonexistent,0
279,1976-04-25,technician,married,university.degree,no,yes,no,2008-08-28,cellular,4,999,0,nonexistent,0
280,1972-10-15,technician,single,university.degree,no,no,no,2008-11-27,telephone,3,999,0,nonexistent,0
281,1967-04-18,technician,single,university.degree,unknown,yes,yes,2008-06-02,telephone,1,999,0,nonexistent,0
282,1971-06-11,services,divorced,basic.6y,no,yes,yes,2008-07-29,cellular,2,999,0,nonexistent,0
283,1987-01-04,blue-collar,single,high.school,no,no,no,2010-10-14,cellular,1,3,1,success,1
284,1973-10-13,management,single,unknown,no,no,no,2008-06-20,telephone,2,999,0,nonexistent,1
285,1960-03-31,blue-collar,married,professional.course,no,no,no,2008-06-10,telephone,6,999,0,nonexistent,0
286,1976-12-20,admin.,single,university.degree,no,yes,no,2008-08-22,cellular,1,999,0,nonexistent,0
287,1956-08-23,admin.,divorced,university.degree,unknown,yes,yes,2008-07-22,cellular,2,999,0,nonexistent,0
288,1977-04-03,blue-collar,single,high.school,no,no,no,2008-05-27,telephone,2,999,0,nonexistent,1
289,1958-04-30,management,married,university.degree,no,yes,no,2008-07-07,cellular,1,999,0,nonexistent,0
290,1948-09-02,retired,divorced,basic.4y,unknown,no,no,2008-05-07,telephone,2,999,0,nonexistent,0
291,1979-03-15,unemployed,married,high.school,no,yes,yes,2009-05-04,telephone,4,999,0,nonexistent,0
292,1972-04-04,blue-collar,married,basic.6y,no,no,no,2009-05-25,cellular,1,999,0,nonexistent,0
293,1981-12-28,admin.,single,high.school,no,no,no,2009-04-02,telephone,3,999,0,nonexistent,0
294,1981-07-24,student,single,university.degree,no,no,yes,2009-05-14,cellular,4,999,0,nonexistent,1
295,1973-01-31,blue-collar,single,high.school,no,yes,no,2009-04-09,telephone,3,999,1,failure,0
296,1963-05-05,blue-collar,married,basic.9y,unknown,no,yes,2009-04-13,cellular,1,999,0,nonexistent,0
297,1973-10-04,technician,single,professional.course,no,yes,yes,2008-06-23,telephone,9,999,0,nonexistent,0
298,1983-07-20,admin.,single,university.degree,no,unknown,unknown,2009-08-24,cellular,1,999,0,nonexistent,0
299,1977-05-16,blue-collar,married,basic.4y,no,no,no,2008-05-16,telephone,1,999,0,nonexistent,0
300,1973-05-24,technician,married,professional.course,no,yes,no,2008-05-28,telephone,3,999,0,nonexistent,0
301,1953-08-16,technician,single,professional.course,no,no,no,2008-11-07,cellular,2,999,0,nonexistent,0
302,1977-11-26,admin.,single,university.degree,no,unknown,unknown,2008-07-23,cellular,5,999,0,nonexistent,0
303,1980-04-19,services,married,high.school,no,no,no,2008-07-15,cellular,1,999,0,nonexistent,0
304,1967-08-11,blue-collar,single,unknown,unknown,no,no,2008-06-30,telephone,3,999,0,nonexistent,0
305,1961-08-09,technician,married,high.school,no,yes,no,2009-06-16,cellular,1,999,0,nonexistent,0
306,1972-05-06,self-employed,divorced,university.degree,no,yes,no,2008-06-26,telephone,2,999,0,nonexistent,0
307,1972-11-16,management,married,university.degree,no,no,no,2008-11-27,cellular,2,6,1,success,0
308,1958-08-13,housemaid,married,unknown,no,yes,yes,2009-04-23,cellular,2,999,0,nonexistent,0
309,1957-06-06,blue-collar,married,basic.4y,unknown,no,no,2008-07-14,cellular,4,999,0,nonexistent,0
310,1950-02-28,management,married,university.degree,no,no,yes,2008-05-12,telephone,1,999,0,nonexistent,0
311,1966-07-25,admin.,married,university.degree,no,no,no,2008-05-15,telephone,1,999,0,nonexistent,0
312,1966-06-10,management,married,unknown,unknown,no,yes,2009-04-09,cellular,1,999,0,nonexistent,0
313,1963-06-10,technician,married,high.school,no,yes,no,2008-05-19,telephone,1,999,0,nonexistent,0
314,1973-10-17,admin.,single,university.degree,no,yes,no,2008-11-13,cellular,2,999,0,nonexistent,0
315,1974-05-07,admin.,single,university.degree,no,yes,no,2008-07-23,cellular,6,999,0,nonexistent,0
316,1976-03-05,blue-collar,single,basic.4y,no,no,yes,2009-05-12,cellular,3,999,1,failure,0
317,1950-08-12,technician,married,professional.course,no,yes,no,2009-08-12,telephone,3,999,1,failure,0
318,1974-08-02,management,single,high.school,no,yes,no,2009-05-08,cellular,2,999,1,failure,0
319,1966-12-25,admin.,married,high.school,no,yes,no,2010-03-11,cellular,1,999,0,nonexistent,1
320,1967-04-12,self-employed,married,university.degree,no,yes,no,2010-03-24,cellular,1,999,0,nonexistent,1
321,1952-09-06,admin.,married,high.school,unknown,yes,no,2008-08-26,cellular,1,999,0,nonexistent,0
322,1970-07-10,blue-collar,single,basic.6y,unknown,yes,no,2009-05-06,cellular,1,999,0,nonexistent,0
323,1975-05-25,admin.,married,university.degree,no,yes,no,2008-08-29,cellular,1,999,0,nonexistent,1
324,1977-02-13,self-employed,single,university.degree,no,yes,no,2009-06-01,cellular,1,999,0,nonexistent,0
325,1963-12-10,management,married,professional.course,no,no,no,2008-11-20,cellular,1,999,0,nonexistent,1
326,1952-11-08,blue-collar,married,basic.4y,unknown,yes,no,2008-07-01,cellular,5,999,0,nonexistent,0
327,1921-05-05,retired,divorced,basic.4y,no,yes,no,2009-03-25,cellular,7,999,0,nonexistent,1
328,1948-02-16,unknown,married,university.degree,no,no,yes,2008-05-22,telephone,1,999,0,nonexistent,0
329,1971-03-05,blue-collar,married,basic.9y,no,yes,no,2008-05-22,telephone,4,999,0,nonexistent,0
330,1979-01-07,blue-collar,single,university.degree,no,yes,no,2008-11-14,cellular,5,999,0,nonexistent,0
331,1955-09-16,blue-collar,married,basic.4y,no,no,no,2008-05-15,telephone,3,999,0,nonexistent,0
332,1954-09-25,admin.,married,university.degree,no,yes,no,2008-05-22,telephone,3,999,0,nonexistent,0
333,1973-03-05,blue-collar,single,professional.course,no,no,no,2009-10-28,cellular,3,999,0,nonexistent,0
334,1972-05-28,self-employed,single,basic.4y,no,yes,no,2009-05-18,cellular,3,999,1,failure,0
335,1967-03-21,entrepreneur,married,basic.9y,no,yes,no,2008-05-08,telephone,2,999,0,nonexistent,0
336,1969-09-16,services,single,high.school,unknown,yes,no,2008-06-02,telephone,1,999,0,nonexistent,0
337,1981-04-09,blue-collar,single,basic.9y,no,no,yes,2008-06-26,telephone,2,999,0,nonexistent,0
338,1949-09-23,blue-collar,married,unknown,unknown,yes,no,2009-05-25,cellular,5,999,0,nonexistent,0
339,1962-07-07,blue-collar,married,basic.4y,unknown,yes,no,2009-05-04,cellular,1,999,1,failure,0
340,1973-05-16,admin.,married,university.degree,no,no,no,2009-05-05,cellular,1,999,1,failure,0
341,1992-09-11,student,single,basic.9y,no,yes,no,2009-08-21,cellular,2,999,2,failure,0
342,1975-07-22,blue-collar,married,basic.9y,unknown,yes,no,2009-04-20,cellular,3,999,0,nonexistent,0
343,1953-10-12,blue-collar,married,basic.9y,no,yes,yes,2008-08-28,cellular,3,999,0,nonexistent,0
344,1974-07-07,admin.,married,university.degree,no,no,no,2008-05-19,telephone,2,999,0,nonexistent,0
345,1985-07-06,admin.,single,university.degree,no,yes,no,2009-08-06,cellular,1,999,0,nonexistent,1
346,1962-08-09,blue-collar,married,basic.4y,unknown,no,no,2008-05-28,telephone,1,999,0,nonexistent,0
347,1974-02-15,unemployed,single,basic.6y,unknown,yes,no,2008-11-18,cellular,1,999,0,nonexistent,0
348,1973-02-08,blue-collar,married,basic.4y,unknown,yes,no,2008-06-10,telephone,2,999,0,nonexistent,0
349,1978-07-30,blue-collar,married,basic.4y,no,no,no,2009-05-13,cellular,1,999,0,nonexistent,0
350,1962-07-14,admin.,married,high.school,no,yes,no,2008-11-20,cellular,1,999,1,failure,0
351,1972-10-27,technician,single,unknown,no,no,no,2008-06-20,telephone,6,999,0,nonexistent,0
352,1972-01-27,admin.,single,university.degree,no,yes,yes,2008-11-26,cellular,2,999,0,nonexistent,0
353,1972-04-12,admin.,single,high.school,no,yes,no,2008-06-03,telephone,7,999,0,nonexistent,0
354,1974-10-20,admin.,married,high.school,no,yes,no,2008-08-14,cellular,1,999,0,nonexistent,1
355,1956-08-10,self-employed,married,university.degree,unknown,yes,yes,2008-06-09,telephone,1,999,0,nonexistent,0
356,1972-07-19,student,single,unknown,no,yes,no,2010-03-22,cellular,1,11,1,success,0
357,1968-04-07,admin.,single,university.degree,no,yes,no,2009-08-04,cellular,2,999,0,nonexistent,0
358,1974-05-28,admin.,married,high.school,unknown,yes,no,2008-08-15,cellular,1,999,0,nonexistent,0
359,1952-06-13,blue-collar,married,basic.9y,no,no,no,2009-05-22,cellular,2,999,0,nonexistent,0
360,1950-11-10,blue-collar,married,basic.4y,no,no,no,2009-08-18,cellular,3,999,0,nonexistent,0
361,1976-09-26,technician,single,university.degree,no,yes,no,2008-08-26,cellular,1,999,0,nonexistent,0
362,1960-09-16,services,married,high.school,no,yes,yes,2008-07-21,cellular,7,999,0,nonexistent,0
363,1964-10-14,technician,married,university.degree,no,yes,no,2008-08-13,cellular,2,999,0,nonexistent,0
364,1960-07-03,admin.,divorced,basic.9y,no,yes,no,2008-05-16,telephone,2,999,0,nonexistent,0
365,1958-08-17,admin.,married,high.school,no,no,no,2008-05-21,telephone,2,999,0,nonexistent,0
366,1975-04-27,blue-collar,single,high.school,no,no,no,2009-04-14,cellular,2,999,2,failure,0
367,1964-03-17,technician,divorced,professional.course,no,no,no,2008-11-27,cellular,2,999,0,nonexistent,0
368,1978-03-28,admin.,single,high.school,no,no,no,2009-04-24,cellular,2,999,0,nonexistent,0
369,1974-03-11,admin.,married,university.degree,no,no,yes,2009-05-13,cellular,1,999,0,nonexistent,0
370,1965-02-09,blue-collar,single,professional.course,no,yes,no,2009-05-11,cellular,1,999,0,nonexistent,0
371,1977-05-27,admin.,single,university.degree,no,no,yes,2008-08-05,cellular,2,999,0,nonexistent,0
372,1970-03-11,blue-collar,married,basic.6y,unknown,yes,no,2008-05-05,telephone,4,999,0,nonexistent,0
373,1976-07-20,technician,single,university.degree,no,yes,no,2009-05-27,cellular,3,999,0,nonexistent,0
374,1970-08-22,admin.,married,high.school,no,no,no,2008-05-13,telephone,3,999,0,nonexistent,0
375,1960-06-03,unemployed,married,high.school,no,no,no,2009-09-16,cellular,1,999,0,nonexistent,1
376,1960-06-09,admin.,married,university.degree,no,no,no,2009-06-04,cellular,2,999,0,nonexistent,1
377,1967-08-05,admin.,married,basic.9y,no,yes,no,2008-07-30,telephone,3,999,0,nonexistent,0
378,1975-05-02,admin.,married,high.school,no,yes,yes,2008-05-08,telephone,2,999,0,nonexistent,0
379,1967-09-15,admin.,divorced,high.school,no,yes,no,2008-06-04,telephone,1,999,0,nonexistent,0
380,1982-05-04,services,married,university.degree,no,no,no,2009-05-26,cellular,1,999,0,nonexistent,0
381,1980-09-19,admin.,single,high.school,no,yes,no,2009-08-21,cellular,1,999,0,nonexistent,0
382,1984-04-17,technician,single,university.degree,no,yes,yes,2009-06-24,cellular,1,999,1,failure,0
383,1980-02-19,admin.,single,high.school,no,no,no,2009-05-15,cellular,2,999,1,failure,0
384,1969-08-04,unemployed,married,professional.course,no,yes,no,2009-05-14,cellular,1,999,0,nonexistent,0
385,1956-09-11,retired,married,university.degree,no,no,no,2008-11-07,cellular,1,999,0,nonexistent,0
386,1977-12-31,self-employed,married,university.degree,no,no,no,2008-08-26,cellular,5,999,0,nonexistent,0
387,1984-07-02,services,single,high.school,no,no,no,2008-05-07,telephone,1,999,0,nonexistent,0
388,1968-09-24,technician,married,professional.course,no,no,no,2008-07-23,cellular,5,999,0,nonexistent,0
389,1978-01-17,technician,married,university.degree,no,no,no,2008-11-19,cellular,1,999,1,failure,0
390,1961-08-09,admin.,married,university.degree,no,yes,no,2008-06-20,telephone,4,999,0,nonexistent,0
391,1974-04-10,admin.,single,university.degree,no,no,yes,2008-05-21,telephone,4,999,0,nonexistent,0
392,1967-01-26,blue-collar,single,basic.9y,no,yes,no,2008-05-23,telephone,1,999,0,nonexistent,0
393,1975-05-29,admin.,divorced,university.degree,no,no,yes,2009-04-06,cellular,1,999,1,failure,0
394,1957-10-03,blue-collar,single,basic.4y,unknown,yes,no,2008-07-16,telephone,2,999,0,nonexistent,0
395,1970-08-29,blue-collar,single,university.degree,no,no,no,2009-05-13,cellular,5,999,0,nonexistent,0
396,1949-09-28,retired,married,high.school,unknown,no,yes,2008-06-05,telephone,1,999,0,nonexistent,0
397,1976-11-17,admin.,married,professional.course,no,yes,yes,2010-09-14,cellular,1,999,1,failure,1
398,1975-05-28,management,married,university.degree,no,yes,no,2008-05-14,telephone,1,999,0,nonexistent,0
399,1945-08-17,retired,married,high.school,no,yes,no,2009-12-16,cellular,1,999,0,nonexistent,1
400,1968-09-01,blue-collar,married,basic.4y,no,no,no,2008-11-17,cellular,2,999,0,nonexistent,0
401,1975-08-24,admin.,married,high.school,no,no,no,2008-06-24,telephone,2,999,0,nonexistent,0
402,1973-03-13,blue-collar,married,basic.9y,no,yes,no,2009-05-12,cellular,1,999,0,nonexistent,0
403,1951-03-01,retired,divorced,basic.9y,no,yes,no,2008-11-24,telephone,1,999,0,nonexistent,1
404,1969-03-30,entrepreneur,single,university.degree,no,yes,no,2008-05-15,telephone,9,999,0,nonexistent,0
405,1976-09-18,admin.,married,university.degree,no,yes,no,2009-11-23,telephone,4,999,0,nonexistent,0
406,1973-07-05,technician,married,university.degree,no,no,no,2008-11-06,cellular,4,999,0,nonexistent,0
407,1955-03-26,management,married,basic.9y,unknown,no,yes,2008-07-18,cellular,2,999,0,nonexistent,0
408,1966-05-09,services,married,high.school,no,no,yes,2009-08-04,cellular,2,3,2,success,0
409,1959-07-17,entrepreneur,married,university.degree,unknown,no,no,2008-05-02,telephone,17,999,0,nonexistent,0
410,1971-08-11,technician,married,professional.course,no,no,no,2008-11-11,cellular,1,999,1,failure,0
411,1978-04-10,technician,married,unknown,no,yes,no,2009-06-01,cellular,1,999,1,failure,0
412,1974-03-26,blue-collar,married,unknown,no,no,no,2009-04-17,cellular,1,999,0,nonexistent,0
413,1973-05-01,self-employed,married,university.degree,no,yes,no,2008-07-24,cellular,1,999,0,nonexistent,0
414,1975-02-28,blue-collar,married,high.school,no,no,no,2008-06-30,telephone,1,999,0,nonexistent,0
415,1983-08-26,student,single,university.degree,unknown,no,no,2009-06-10,cellular,2,999,1,failure,0
416,1970-08-26,technician,married,university.degree,no,yes,no,2008-07-28,cellular,5,999,0,nonexistent,0
417,1959-05-31,blue-collar,divorced,basic.6y,unknown,yes,no,2008-07-31,cellular,3,999,0,nonexistent,0
418,1950-11-11,retired,married,professional.course,no,no,yes,2010-10-27,cellular,2,999,1,failure,0
419,1970-04-01,blue-collar,married,basic.4y,unknown,yes,no,2008-07-09,cellular,4,999,0,nonexistent,0
420,1969-09-09,unemployed,single,basic.9y,unknown,yes,no,2008-05-13,telephone,1,999,0,nonexistent,0
421,1978-10-04,blue-collar,married,unknown,unknown,yes,yes,2008-05-30,telephone,2,999,0,nonexistent,0
422,1952-06-06,blue-collar,divorced,basic.4y,no,yes,no,2008-06-18,telephone,4,999,0,nonexistent,0
423,1971-08-02,technician,single,professional.course,no,yes,no,2009-04-06,cellular,5,999,0,nonexistent,0
424,1963-03-03,blue-collar,married,basic.4y,unknown,no,no,2008-06-26,telephone,1,999,0,nonexistent,0
425,1958-09-27,services,single,high.school,no,no,no,2008-05-23,telephone,1,999,0,nonexistent,0
426,1973-05-06,technician,married,professional.course,no,no,no,2008-06-25,telephone,1,999,0,nonexistent,0
427,1958-09-02,services,single,high.school,no,yes,no,2008-07-23,cellular,2,999,0,nonexistent,0
428,1967-09-08,blue-collar,married,basic.6y,no,no,no,2008-05-06,telephone,1,999,0,nonexistent,0
429,1977-09-22,services,divorced,professional.course,no,yes,no,2008-11-25,cellular,1,999,0,nonexistent,0
430,1952-09-28,blue-collar,married,basic.4y,no,no,no,2008-08-05,cellular,1,999,0,nonexistent,0
431,1981-05-17,self-employed,single,university.degree,no,yes,no,2008-06-20,telephone,2,999,0,nonexistent,0
432,1958-03-28,services,married,professional.course,unknown,no,no,2009-05-21,cellular,2,999,0,nonexistent,0
433,1982-11-10,self-employed,single,professional.course,no,yes,no,2008-07-24,cellular,1,999,0,nonexistent,0
434,1964-05-14,technician,married,professional.course,no,no,no,2008-08-21,cellular,3,999,0,nonexistent,0
435,1978-01-26,admin.,single,university.degree,no,yes,no,2009-09-22,cellular,2,999,0,nonexistent,0
436,1961-10-03,housemaid,married,high.school,no,no,no,2009-06-09,cellular,1,999,0,nonexistent,0
437,1973-07-09,blue-collar,married,professional.course,no,yes,no,2008-07-21,cellular,5,999,0,nonexistent,0
438,1968-07-01,admin.,married,professional.course,unknown,no,no,2008-07-10,cellular,2,999,0,nonexistent,0
439,1965-10-12,admin.,married,university.degree,no,yes,no,2009-10-21,telephone,1,999,0,nonexistent,1
440,1961-06-09,blue-collar,divorced,basic.4y,no,yes,yes,2008-06-27,telephone,18,999,0,nonexistent,0
441,1958-10-10,technician,married,professional.course,no,no,no,2008-08-14,cellular,2,999,0,nonexistent,0
442,1973-04-24,blue-collar,married,basic.9y,no,unknown,unknown,2009-04-24,cellular,2,999,0,nonexistent,0
443,1952-07-29,admin.,divorced,university.degree,no,yes,no,2008-11-14,cellular,5,999,0,nonexistent,0
444,1949-09-05,retired,married,basic.4y,unknown,yes,no,2008-06-30,telephone,3,999,0,nonexistent,0
445,1978-11-11,admin.,single,university.degree,no,no,no,2008-08-25,cellular,1,999,0,nonexistent,0
446,1981-01-26,student,single,university.degree,no,yes,no,2009-05-07,cellular,2,999,0,nonexistent,0
447,1968-07-27,blue-collar,married,basic.6y,no,yes,no,2008-11-13,telephone,2,999,0,nonexistent,0
448,1973-03-04,admin.,married,high.school,no,yes,no,2008-11-27,cellular,1,999,0,nonexistent,0
449,1970-06-25,admin.,married,university.degree,no,no,no,2008-05-07,telephone,4,999,0,nonexistent,0
450,1971-11-05,admin.,married,university.degree,no,no,no,2008-08-13,cellular,3,999,0,nonexistent,0
451,1970-05-15,blue-collar,married,basic.6y,unknown,yes,no,2008-07-04,cellular,1,999,0,nonexistent,0
452,1969-08-04,blue-collar,married,basic.9y,no,yes,no,2008-05-28,telephone,2,999,0,nonexistent,0
453,1963-08-27,management,married,university.degree,no,yes,no,2010-08-16,cellular,3,3,2,success,0
